,skill_info_processed
11064,ikt-systemtheorie anwenden -- umsetzen grundsatz ikt-systemtheorie -- systemmerkmale erläutern dokumentieren -- universell system anwenden -- 
11065,gesichtsbehandlung durchführen -- durchführen art behandlung -- gesundheit attraktivität gesichtshaut verbessern -- z. b. gesichtsmaske -- augenbrauenfärbung -- peeling -- haarentfernung schminken -- 
11066,schulprogramm bibliothek teilnehmen -- plane unterricht schulklasse thema alphabetisierung -- einführung benutzung bibliothek technologieeinsatz -- 
11067,hydraulisch aufbrechen -- gasgewinnungsverfahr -- hochdruckflüssigkeiten freisetzung erdgas -- erdöl erneuerbar ressource tiefsee injizieren -- 
11068,audiosignalprozessore bedienen -- bedienen audiosignalprozessoren änderung akustisch signal -- 
11069,"flughafenwartungsgeräte gut zustand erhalten -- sicherstelle einsatzbereitschaft kehrmaschine -- mäher flughafenwartungsgerät -- kontamination flugbetriebsfläche entfernen vorschriftsmäßig grashöhe unbefestigt fläche gewährleisten -- 
	 "
11070,interdisziplinär angelegenheit zusammenhang lebensmittelkennzeichnung kommunizieren -- kommunizieren aktuell neu aufkommend interdisziplinär angelegenheit zusammenhang lebensmittelkennzeichnung auswirkung produkt produkttechnologie -- 
11071,ausfuhrvorschrift doppelt verwendungszweck -- informationsbereich -- national international vorschrift ausfuhr doppelt verwendungszweck unterscheiden -- 
11072,erdbebenanzeiger benutzen -- bedienen erdbebenanzeiger messung verschiebung erdkruste bewegung aufgrund erdbeben -- tsunami vulkanausbrüch -- 
11073,rettungsfahrzeug bedienen -- fahren manövrieren rettungsfahrzeug bedienen ortsfest anlage gemäß standardverfahr -- 
11074,"gebäudehüllensystem planen -- entwurf gebäudehüllensystem komplett gebäudeenergiesystem berücksichtigung energiesparkonzept -- 
	 "
11075,beschwerde beschäftigter regeln -- korrektes höflich regel reagieren beschwerde beschäftigter -- gegebenenfalls anbieten lösung verweis befugt person -- 
11076,krankenpflege bewerten -- untersuchen bewerten krankenpflege verwendung faktengestützter therapeutisch maßnahme -- 
11077,bauweise -- verschieden technik methode errichtung gebäude bauwerk -- 
11078,ofen-holztrocknungstechnik anwenden -- trocknen holzstapel mithilfe modern traditionell ofentechnik entfeuchtung -- solar trocknung -- vakuumtrocknung herkömmlich trocknung -- 
11079,umgang aussortiert produkt steuern -- steuerung produktionsstopp aufgrund unzureichend produktqualität klärung verbunden frage abfallwirtschaft rahmen gut herstellungspraxis -- 
11080,tierversuch durchführen -- teste arzneimittel produkt tier -- wirkung ermitteln -- 
11081,besucherausweise überprüfen -- überprüfen ausweisdokument interpretieren information besucher -- verhindern -- unerwünscht person veranstaltungsort betreten -- 
11082,ersatzmaterial verwenden -- verarbeiten anderer material holz -- spanplatt mittelschw faserplatte -- 
11083,kakaosorten -- kakaosorte criollo -- forastero trinitario merkmal eigenschaft -- feststellen -- art schokolade kakao eignen -- 
11084,rohrleitung transportieren -- transportieren rohrleitung hand mittels betriebsausrüstung mechanisch aufzüge wagen aufmontiert zugwinde -- 
11085,körperabformung modifizieren -- korrigieren entsprechend modifizieren körperabformung -- genauigkeit gewährleisten -- 
11086,mittel langfristig ziel planen -- planen langfristig unmittelbar kurzfristig ziel wirksam prozeß mittelfristig planung abstimmung -- 
11087,servicevertrag elektrisch haushaltsgerät verkaufen -- verkaufen serviceverträg reparatur wartung neu verkauft elektrogerät waschmaschin kühlschrank -- 
11088,mischtank befüllen -- befülle mischtank chemisch inhaltsstoff einlassen wasser ventil angegeben markierung tankwand -- 
11089,"spezifikation kleidung festlegen -- festlegung verschieden bekleidungsproduktspezifikation auswahl verschieden material bekleidungsprodukt -- accessoire -- näht -- druckvorlag etikettenspezifikatio -- 
	 "
11090,kamerateam beaufsichtigen -- beaufsichtig kamerateam -- sicherstellen -- richtig gerät -- winkel -- rahmen -- aufnahme usw. entsprechend kreativ vision verwenden -- 
11091,bauarchiv leiten -- pflege aktualisierung archiv -- bauunterlag bauaufsicht genehmigt gebäude enthalten -- 
11092,projektionsausrüstung -- verschieden art projektionsausrüstung -- merkmal anwendung -- 
11093,"fachspezifisch netzwerk forscher -- forscherin wissenschaftler -- wissenschaftlerinn aufbauen -- aufbau allianz -- kontakt partnerschaft austausch information -- förderung integriert offen zusammenarbeit -- verschieden interessenträger gemeinsam forschungsarbeit innovation gemeinsam wert schaffen -- entwickeln persönlich profil persönlich marke gewährleistung sichtbarkeit zugänglichkeit persönlich online-netzwerk -- 
     "
11094,pathologisch konsultation betreiben -- betreiben pathologisch konsultation erstellung vollständig bericht ausgabe empfehlung anfrage angehörige gesundheitsberuf medizinisch-rechtlich behörde -- 
11095,textilie zuschneiden -- zuschnitt textilie entsprechend wunsch bedürfnis kunde -- 
11096,fremdsprache gesundheitsforschung einsetzen -- einsetzen fremdsprache zusammenarbeit bereich gesundheitsforschung -- 
11097,iuk-forschung beobachten -- erheben untersuchen aktuell trend entwicklung bereich ikt-forschung -- beobachten antizipier vorherrschend entwicklung -- 
11098,bewertung datenqualität -- aufdeckung datenproblem mithilfe qualitätsindikator -- messwerte metrik -- berücksichtigung datenqualitätskriterie strategie datenbereinigung datenanreicherung planen -- 
11099,musik aufnehmen -- aufzeichnen klangperformance musikalisch darbietung studio live-umfeld -- verwenden geeignet ausrüstung professionell einschätzung -- ton optimal klangtreue aufnehmen -- 
11100,"gesundheitspsychologisch diagnose anbieten -- analysieren person personengruppe mithilfe gesundheitspsychologisch methode bezug verschieden aspekt gesundheitsverhalten ursache -- 
     "
11101,produktionsplan lebensmittel erstellen -- erstellen produktionsplan rahmen vereinbart haushalt dienstleistungsniveau -- 
11102,künstlich licht einrichten -- schaffung einrichtung künstlich lichtquelle verwendung blitzlicht -- schirme reflektoren -- 
11103,"qualitätsstandards interaktion bewerber anwenden -- befolgen festgelegt verfahren -- fehler konzeption durchführung bewertung verhindern -- 
    "
11104,handbetrieben prägepress bedienen -- einrichten verwenden handbetrieben presse prägen rohpapier papierböge schließrahme -- anlegemark -- -- druckbett befestigen -- erstellen erhaben geprägt bild -- entnehmen stapeln -- 
11105,netz instand halten -- auswechsel gehegenetze reparieren vogelnetze -- 
11106,routinemäßig anfallend abfall handhaben -- umsichtige behandlung routinemäßig anfallend abfall durchführung reinigungsarbeite gewährleistung -- abfallbereich umliegend fläche jederzeit sauber halten -- 
11107,vorbereitung elternschaft -- veränderung -- psychologisch aspekt -- eltern geburt kind erwarten -- 
11108,information strukturieren -- organisieren information mithilfe systematisch methode -- mental modell -- gemäß bestimmt standard -- verarbeitung verständnis nutzerinformation bezug spezifisch anforderung merkmal ausgabemedio erleichtern -- 
11109,einstellung abwurfschächten vornehmen -- vornehme einstellung abwurfschächter -- klappe messgerät anpassen -- 
11110,arbeitsbezogen berechnung landwirtschaft durchführen -- berechnung verschieden art anforderung ort bereich landwirtschaft -- fischerei forstwirtschaft ausführen marketing- budgetierungsaufgabe -- 
11111,drive-in-bestellung aufnehmen -- aufnehmen drive-in-bestellung lebensmittel getränk zusammenstell -- verpacken übergeben artikel kunde -- 
11112,homöopathisch beratung durchführen -- feststelle lebensstil -- essgewohnheit -- persönlichkeit -- seelisch gleichgewicht krankengeschichte patient -- umfassend verständnis situation patient erlangen -- 
11113,kunde betreuen -- betreuung kunde freundlich -- umgehend auftragsannahme -- meldung lieferproblem schnell lösungsfindung -- 
11114,"projekt-konfigurationsmanagement -- prozess effektiv management wichtig projektartefakt -leistung -- sicherstellen -- richtig version projektauftraggeber liefern -- projektmanager ermöglichen -- neu stand projektartefakt ermitteln quelle -- dokument sonstig information projekt sammeln -- unbefugt änderung verhindern -- rückverfolgbarkeit artefakt gewährleisten früh version zurückkehren -- umfassen identifizierung projektkonfigurationselement -- attribut statuscod -- festlegung baseline -- definition rolle zuständigkeit autorisiert änderung projektkonfigurationselement pflege kontrolle projekt-repository -- 
    "
11115,trend innenarchitektur verfolgen -- verfolgen trend innenarchitektur -- teilnahme fachmesse design -- lektüre speziell magazin verfolgung klassisch zeitgenössisch künstlerisch schaffen kino -- werbung -- theater -- zirkus bildend kunst -- 
11116,umsetzung qualitätsmanagementsystemen unterstützen -- fördern einführung neu unternehmensprozesse -- beitragen -- qualitätsstandard erreichen -- verbesserung organisationsstruktur entwicklung neu verfahren umgang qualitätsmängel -- 
11117,zeichnung immobilienrisik -- verfahren bewertung darlehensanträg immobiliengeschäft -- potenziell kreditnehmer -- betreffend immobilie bewerten -- beurteilen -- immobilie tilgung darlehen ausreichen -- 
11118,kundenverhalten beaufsichtigen -- überwachung -- ermittlung beobachtung entwicklung bedürfnis interesse kunde -- 
11119,bildgebungsverfahr entwickeln -- entwicklung anwendung neu technik radiografie -- 
11120,windschutzscheibe entfernen -- entfernen gerissen windschutz autoscheibe kraftfahrzeug mithilfe handwerkzeug -- 
11121,kundenspezifisch massenproduktion -- prozess veränderung massenwar -dienstleistungen -- spezifisch bedarf kunde decken bekleidung rahmen elektronisch handel schlank lieferkettenmanagement herstellen -- 
11122,besucher -- besucherin registrieren -- begrüßen registrieren besucher -- ausgeben erforderlich ausweise sicherheitsvorrichtung -- 
11123,python -- computerprogrammierung -- -- technik grundsatz softwareentwicklung analyse -- algorithm -- programmierung -- teste kompilier programmierparadigm python -- 
11124,psychosomatik -- interdisziplinär medizinisch fachgebiet -- beziehung sozial -- psychologisch verhaltensfaktor körperlich prozeß mensch untersuchen -- 
11125,betrieblich ikt-system -- softwarepaket -- hardwaregerät technologie unterstützung geschäftsprozess -- unternehmensressourcenplanung -- erp -- kundenbeziehungsmanagement -- crm -- -- -- mobilgerät netzwerklösung -- 
11126,feuerlöschanlag -- gerät system löschen brand -- brandklasse chemisch vorgang brand -- 
11127,kreativität team fördern -- verwenden technik brainstorming förderung kreativität team -- 
11128,logistik entsprechend gewünscht anforderung managen -- anpassen umgebung -- insbesondere städtisch umfeld -- anpassen herstellungsverfahr risiko beschränkung medium -- arbeit wand -- beton -- gehwegen -- putz -- glas -- blech -- kunststoff material -- berücksichtigen höhe künstlerisch intervention -- zug -- verkehr werbeschild -- schornstein usw. -- -- 
11129,vorformuliert text lesen -- lesen text -- verfassen -- richtig intonation lebhaftigkeit -- 
11130,aufzeichnung arbeitsfortschritt führen -- führen aufzeichnung arbeitsfortschritt -- einschließlich zeit -- mangel -- fehlfunktion usw. 
11131,spirituose -- spirituose kombination entwicklung endprodukt whisky -- wodka -- cognac -- 
11132,zirkustakelage instand halten -- regelmäßige kontrolle -- wartung anpassung zirkustakelage aufführung -- 
11133,duftstoffforschung betreiben -- erforschung neu chemisch inhaltsstoff -- gut duftstoff entwickeln -- 
11134,rettungswagen normalbedingung fahren -- fahren bedienen rettungswagen situation -- notfall -- patient gesundheitszustand medizinisch indikation verschieden ort befördern -- 
11135,lebenslang beruflich weiterbildung bereich sozialarbeit betreiben -- betreiben lebenslang beruflich weiterbildung -- kenntnis -- fähigkeit kompetenz tätigkeitsbereich sozialarbeit neu stand halten weiterentwickeln -- 
11136,"tabak sonnentrocknen -- ausbreiten unbedeckt tabak sonne -- natürlich weise trocknen lassen -- orienttabak gering zucker nikotingehalt zigarette verwenden -- 
	 "
11137,"nutzer -- innen gesundheitssystem gesundheit arbeitsplatz anweisen -- ermittlung sinnvoll gesund beschäftigung strategie partnerschaft nutzer gesundheitssystem -- ziel erreichen -- 
	 "
11138,fotofilm verarbeitungsmaschine eingeben -- einlegen film führungsschlitz verarbeitungsmaschin betätigen hebel -- film verarbeitungsposition bringen -- 
11139,probe untersuchung vorbereiten -- entnehmen vorbereiten probe untersuchung überprüfen repräsentativität -- vermeiden verzerrung möglichkeit versehentlich absichtlich kontamination -- bereitstellen eindeutig nummerierung -- kennzeichnung aufzeichnung probendetail -- sicherstellen -- ergebnis originalmaterial zuordnen -- 
11140,baustoffkost veranschlagen -- veranschlag gesamtkoste erforderlich baustoff berücksichtigen ausschreibungsverfahr -- 
11141,"geschlechterdimension forschung einbeziehen -- berücksichtigen biologisch eigenschaft entwickelnd sozial kulturell merkmal frau mann -- geschlechterfrage -- gesamt forschungsprozess -- 
	 "
11142,fachbereich sekundarstufe leiten -- beaufsichtig bewerten förderpraktike sekundarstufe -- wohlergehen schüler leistung lehrkraft -- 
11143,gamemaker studio -- plattformübergreifend spiel-engine programmiersprache delphi schreiben bestehen integriert entwicklungsumgebung speziell designwerkzeug -- schnell iteration computerspiel nutzer konzipieren -- 
11144,projekt managen -- verwalten plane verschieden ressource -- humanressource -- budget -- frist -- ergebnis qualität -- bestimmt projekt erforderlich -- überwach projektfortschritt -- vorgegeben zeit budgetrahmen spezifisch ziel erreichen -- 
